hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
0e597e2aff,ollama_gpt-oss_120b,4,"The patch modifies the dp83822 Ethernet driver to stop enabling the receive‑error interrupt. Because the driver never reads/clears the RCSR register, error bits cause the register to fill and generate a flood of interrupts; disabling the interrupt eliminates the problem.",4,0,0,0,,,,,,,,,64.033,,,,,,
0ebdc51787,ollama_gpt-oss_120b,4,"Adds a new compatible string for the Aries Embedded M100PFSEVP SOM/EVK in the RISC‑V dt‑bindings, documenting support for this hardware platform.",0,0,1,4,,,,,,,,,66.074,,,,,,
0ef882074e,ollama_gpt-oss_120b,4,"Adds runtime DSP path creation and freeing to the Intel AVS ASoC driver, tying it to PCM hw_params and hw_free callbacks, using topology templates to allocate resources dynamically.",0,0,0,4,,,,,,,,,58.684,,,,,,
0f12a22f37,ollama_gpt-oss_120b,3,"The patch adds a mandatory TLB flush after updating page table entries for VG20 GPUs with XGMI bridges, fixing stalls caused by stale cached PTEs in the translation cache.",4,1,0,0,,,,,,,,,62.731,,,,,,
0f60740652,ollama_gpt-oss_120b,4,"Adds support for Allwinner H616 USB PHY by defining a new configuration struct with its specific quirks and registering a new compatible name, enabling the driver to recognize and handle this PHY variant.",0,0,0,4,,,,,,,,,59.47,,,,,,
0f9fa5f58c,ollama_gpt-oss_120b,4,"Adds support for IVO M133NW4J-R3 eDP panel by creating a new panel entry in drm/panel-edp, using existing timing preset due to missing documentation.",0,0,0,4,,,,,,,,,64.182,,,,,,
0fa32dad1e,ollama_gpt-oss_120b,4,"Renames the KVM self‑test binary from evmcs_test to hyperv_evmcs to match Hyper‑V naming conventions, removing the redundant _test suffix.",0,0,4,0,,,,,,,,,60.016,,,,,,
10377bb293,ollama_gpt-oss_120b,3,"The patch adds the static qualifier to the Arizona MFD driver’s I2C and SPI of_match tables, correcting their linkage after the tables were split.",4,1,0,0,,,,,,,,,65.105,,,,,,
1038fd78a1,ollama_gpt-oss_120b,3,"Adds infrastructure for KPP template instances: defines kpp_instance struct, registration function, helper conversions, and documentation, enabling future template-based key‑pair primitives like RFC 7919 groups.",0,0,0,4,,,,,,,,,65.64,,,,,,
10a2199caf,ollama_gpt-oss_120b,3,"The patch reorders the IRQ handler registration for the imx‑rngc driver to occur after the interrupt mask is cleared, preventing a premature completion that caused a kernel crash during boot.",4,0,0,0,,,,,,,,,66.129,,,,,,
10a872375d,ollama_gpt-oss_120b,3,"The commit removes unnecessary supply and clock description entries from the Qualcomm QMP PHY device‑tree binding files, cleaning up documentation that duplicates information inferable from resource names.",0,0,4,0,,,,,,,,,55.338,,,,,,
1140f96cd4,ollama_gpt-oss_120b,3,"Updates dt‑bindings for AD7923/AD7924 ADCs, adding notes that AD7927 works with the AD7928 driver and documenting that AD7923 and AD7924 share the same driver handling.",0,0,3,0,,,,,,,,,55.725,,,,,,
116c3f4a78,ollama_gpt-oss_120b,3,"The commit raises the maximum LED brightness for the Dream Cheeky HID device to 63 by updating a driver constant, based on empirical testing.",4,0,0,0,,,,,,,,,63.622,,,,,,
11c2bf4a20,ollama_gpt-oss_120b,4,"The patch adds handling for invalid size reads in mvebu_pcie_hw_rd_conf(): it returns all‑ones and PCIBIOS_BAD_REGISTER_NUMBER, mirroring the write path, thus correcting erroneous behavior.",4,2,0,0,,,,,,,,,63.987,,,,,,
1280d4b76f,ollama_gpt-oss_120b,3,"The patch removes the custom bit_reverse() implementation in the packing library and replaces its uses with the kernel-provided bitrev8() macro plus a bit‑shift, eliminating duplicated code.",0,0,4,0,,,,,,,,,64.475,,,,,,
1299a129a9,ollama_gpt-oss_120b,3,"The patch moves the call to local_flush_tlb_all() to run right after pt‑walker setup and before any page allocations, and relocates output_pgtable_bits_defines() into tlb_init(). This ensures stale TLB entries are cleared early, fixing SMP boot failure after kexec/kdump.",4,2,1,0,,,,,,,,,68.791,,,,,,
12a824dc67,ollama_gpt-oss_120b,4,"The patch adds a cache for the result of extent‑sharedness checks while walking the inode subvolume B‑tree during fiemap, avoiding repeated tree and delayed‑ref lookups for consecutive extents, yielding 2‑3× speedup.",0,0,4,0,,,,,,,,,72.788,,,,,,
12aeaaba08,ollama_gpt-oss_120b,4,Updates perf c2c documentation to describe the newly added 'N/A' metric for store operations in the report table.,0,1,4,0,,,,,,,,,66.863,,,,,,
1300eec9e5,ollama_gpt-oss_120b,4,"The patch relocates the definitions of mach_get_rtc_pll, mach_set_rtc_pll and mach_hwclk into the same source tree used by time.c for the m68k nommu configuration, eliminating undefined reference errors during linking when CONFIG_RTC_DRV_GENERIC is enabled.",4,0,1,0,,,,,,,,,68.787,,,,,,
130fc180a4,ollama_gpt-oss_120b,3,"The patch adds code to release enclosure device objects when the mpi3mr driver is unloaded and before rescanning devices on controller reset, ensuring proper cleanup of allocated resources.",4,0,0,0,,,,,,,,,56.369,,,,,,
131a79b474,ollama_gpt-oss_120b,4,"The patch fixes race conditions and double‑free bugs in hugetlb vma lock handling, ensures a lock is allocated for each VM_MAYSHARE vma during split, updates unmap logic to free the lock instead of clearing VM_MAYSHARE, and adjusts sharing checks.",4,2,1,0,,,,,,,,,79.527,,,,,,
133e2d3e81,ollama_gpt-oss_120b,3,"Patch enables a process created with vfork+exec to switch to a different time namespace after exec, handling the vvar page issue without adding a new clone flag.",0,0,1,4,,,,,,,,,71.179,,,,,,
1397af5bfd,ollama_gpt-oss_120b,3,"The patch removes the per‑CPU conntrack dying list, replaces it with a per‑net list, and adjusts when the IPS_CONFIRMED flag is set to avoid double unlinking during destruction.",1,3,4,0,,,,,,,,,59.73,,,,,,
13a4223df8,ollama_gpt-oss_120b,4,"Removes a duplicated 'is' word from a comment in the ab8500_fg power supply driver, fixing a typo.",0,0,4,0,,,,,,,,,57.366,,,,,,
14b9397240,ollama_gpt-oss_120b,3,"The patch adds a helper i2c_parse_fw_timings() to the DesignWare I2C driver, enabling it to read I2C timing parameters supplied by firmware, similar to existing PCI driver support.",0,1,0,4,,,,,,,,,64.022,,,,,,
15e15d64bd,ollama_gpt-oss_120b,3,"The patch adds the X86_FEATURE_XENPV flag to the list of CPU features that are specially handled when disabled, updating disabled-features.h accordingly.",0,1,3,0,,,,,,,,,54.489,,,,,,
15e67227c4,ollama_gpt-oss_120b,3,"The patch reverts changes that broke the return‑thunk mechanism on x86, adds a CPU feature flag X86_FEATURE_RETHUNK, and simplifies padding to INT3 only.",4,2,1,1,,,,,,,,,58.322,,,,,,
1634602627,ollama_gpt-oss_120b,3,"The commit updates the dt-binding documentation for the Realtek rt5682s codec, adding entries for the AVDD and MICVDD power supplies.",0,0,3,0,,,,,,,,,66.514,,,,,,
1644dfe727,ollama_gpt-oss_120b,4,"The patch eliminates unnecessary resetting of arch‑specific control arrays in set_mba_sc() and moves mbps_val[] reset to reset_all_ctrls(), simplifying the resctrl code.",0,0,4,0,,,,,,,,,61.205,,,,,,
1645e7b966,ollama_gpt-oss_120b,3,"The patch renames the struct vkms_composer to vkms_frame_info for clearer semantics and also corrects an iosys_map_is_null check in compose_plane, addressing a potential bug.",2,0,3,0,,,,,,,,,66.475,,,,,,
16a54d4ee7,ollama_gpt-oss_120b,4,"The patch changes fbcon sysfs attribute show functions to use sysfs_emit instead of snprintf/scnprintf, aligning with the recommended API for emitting strings to sysfs.",0,2,3,0,,,,,,,,,61.94,,,,,,
16b1941eac,ollama_gpt-oss_120b,4,"The patch removes assignments to udc->dev.driver in the USB gadget core, keeping the driver pointer NULL and eliminating the race that caused a use‑after‑free in dev_uevent reported by syzbot.",4,0,0,0,,,,,,,,,59.766,,,,,,
16ed828b87,ollama_gpt-oss_120b,4,"Adds a missing iounmap() call in zorro7xx_remove_one() to release the I/O memory region allocated during probe, fixing a resource leak.",4,0,0,0,,,,,,,,,81.865,,,,,,
1724cc38e7,ollama_gpt-oss_120b,4,"Renames the jz4740-i2s driver’s set_fmt_new function back to set_fmt after the ASoC core switched to the new direct clock API, restoring the standard callback name.",0,0,3,0,,,,,,,,,52.947,,,,,,
17580de3e2,ollama_gpt-oss_120b,4,"The patch reorganizes the OnDisassoc handler in the r8188eu driver, extracting the logic for the non‑access‑point case from a large conditional block and placing it earlier, simplifying the function flow.",0,0,4,0,,,,,,,,,53.248,,,,,,
176c0b55d9,ollama_gpt-oss_120b,3,"The patch adds a new helper intel_async_flip_check_uapi() that runs early in the atomic validation path to verify whether a plane can perform async flips, and adds early checks for CRTC activity, modeset flag, and plane enable state, moving the async‑flip capability test earlier in i915.",4,2,1,0,,,,,,,,,76.428,,,,,,
17edb8e1e3,ollama_gpt-oss_120b,3,"The patch removes kernel-doc annotations from static functions in drm/edid and replaces them with plain comments, preserving the explanatory text while simplifying documentation.",0,0,4,0,,,,,,,,,63.016,,,,,,
1844c79c4d,ollama_gpt-oss_120b,4,"The patch updates the spear-keyboard driver to replace the deprecated SIMPLE_DEV_PM_OPS() macro with DEFINE_SIMPLE_DEV_PM_OPS() and pm_sleep_ptr(), removing __maybe_unused annotations to silence unused‑function warnings while preserving dead‑code removal.",0,0,4,0,,,,,,,,,55.407,,,,,,
18451db82e,ollama_gpt-oss_120b,3,"Adds logic in RDMA core to compute UDP source port from GRH flow label or, if absent, from local/remote QP numbers, and sets the port before packet transmission.",0,2,3,0,,,,,,,,,58.826,,,,,,
18489174e4,ollama_gpt-oss_120b,4,"Adds support for the on‑board RT711 SDCA audio codec on Intel Meteor Lake (MTL) reference platform, integrating it into the ASoC Intel SOF driver.",0,0,0,4,,,,,,,,,53.126,,,,,,
192bb40f03,ollama_gpt-oss_120b,4,"The patch changes the MCR wait‑for‑register firmware helper to acquire and release uncore->lock internally, fixing a race where the caller previously omitted the lock and caused lockdep assertions, and avoids holding the lock for the whole wait.",4,1,2,0,,,,,,,,,48.253,,,,,,
1968f2be5c,ollama_gpt-oss_120b,4,"Adds a new ACPI device ID for the AMD PMC controller, enabling the kernel to recognize and bind the newer controller version.",0,0,1,4,,,,,,,,,56.995,,,,,,
1a048cde49,ollama_gpt-oss_120b,4,"The patch changes the r8188eu driver to call ieee80211_get_DA from the core wireless stack instead of its own get_da helper, aligning the driver with the generic API.",0,0,4,0,,,,,,,,,53.581,,,,,,
1a8339c6bd,ollama_gpt-oss_120b,4,"Adds a new compatible string for the Elan eth3915n touchscreen controller in the input touchscreen dt‑bindings, enabling the kernel to match this chip as compatible with ekth3500.",0,0,0,4,,,,,,,,,69.14,,,,,,
1ab586f517,ollama_gpt-oss_120b,4,"The patch updates the sfc driver to replace scnprintf calls with sysfs_emit (or sysfs_emit_at) in sysfs show functions, following the sysfs documentation.",0,2,3,0,,,,,,,,,64.581,,,,,,
1ac7fd8159,ollama_gpt-oss_120b,3,"Adds support for Intel LBR format V7 in perf, introduces shared capability flags in x86_pmu, a new init function, and simplifies capability checks.",0,0,2,3,,,,,,,,,65.346,,,,,,
1b0a54b3e8,ollama_gpt-oss_120b,3,"Merges struct led_priv and struct LED_871x in the r8188eu driver, moving LED_871x fields into led_priv and updating code to use the unified struct.",0,0,4,0,,,,,,,,,62.514,,,,,,
1b0c84a32e,ollama_gpt-oss_120b,3,"The patch adjusts the NFP driver’s read of the 32‑bit extended capability so it no longer assumes qword alignment, using a safe access method to avoid unaligned‑access exceptions on certain architectures.",4,1,1,0,,,,,,,,,55.648,,,,,,
1b6345d416,ollama_gpt-oss_120b,3,"The patch adds validation in nf_tables set handling: when a set specifies field_count, the NFT_SET_CONCAT flag must be set; if the flag is present without field_count, the code returns EINVAL, ensuring consistency.",0,3,2,0,,,,,,,,,61.735,,,,,,
1b929c02af,ollama_gpt-oss_120b,4,"Creates the Linux 6.2 release‑candidate tag, merging previous changes and updating the version identifier; no substantive code changes are introduced.",0,0,0,0,,,,,,,,,55.49,,,,,,
1bd9dfec9f,ollama_gpt-oss_120b,3,"The patch reverts a prior change that blocked APIC writes for non‑ICR registers, allowing x2APIC MSR writes needed for x2AVIC, thus correcting a regression.",4,0,0,0,,,,,,,,,61.288,,,,,,
1c075b192f,ollama_gpt-oss_120b,4,"The patch corrects the TLV length validation in tipc_nl_compat_name_table_dump_header, adding proper casting so that a negative length from TLV_GET_DATA_LEN() is handled, eliminating the KMSAN uninitialized‑value bug reported by syzbot.",4,0,0,0,,,,,,,,,60.872,,,,,,
1c0bd03532,ollama_gpt-oss_120b,4,"Adds a compatible string for the Altera SoCFPGA Stratix 10 Development Kit in the arm64 device tree, enabling the kernel to recognize the board.",0,0,0,4,,,,,,,,,59.201,,,,,,
1c33f8508b,ollama_gpt-oss_120b,4,Adds two regulator supply properties to the HDMI node of the rk3399-roc-pc device tree to match hardware and silence kernel warnings.,1,2,2,0,,,,,,,,,61.524,,,,,,
1c796caff0,ollama_gpt-oss_120b,4,Renames the KUnit test configuration entry for the IIO format test to match the required CONFIG_<name>_KUNIT_TEST naming pattern.,0,0,4,0,,,,,,,,,61.892,,,,,,
1cec8bbc17,ollama_gpt-oss_120b,3,"The patch updates the KVM arm64 self‑test to disable single‑step using the proper KVM_GUESTDBG_ENABLE flag instead of the test‑only SINGLE_STEP_DISABLE enum, which previously had the same numeric value but was semantically incorrect.",4,0,0,0,,,,,,,,,59.921,,,,,,
1dcf37365e,ollama_gpt-oss_120b,3,"The commit updates the Qualcomm GSBI device‑tree binding documentation, converting it to the new DT schema format.",0,0,4,0,,,,,,,,,62.142,,,,,,
1e029397d1,ollama_gpt-oss_120b,3,"The patch splits sd_read_protection() into two functions, moves integrity probing to the end of discovery, removes a redundant revalidate call, and makes log output less verbose.",0,1,4,0,,,,,,,,,61.473,,,,,,
1ed914e341,ollama_gpt-oss_120b,4,"Adds audio support for the Renesas RZ/G2UL SMARC evaluation board by updating the device tree: inserts SSI1 pinctrl entries into the soc-pinctrl dtsi and adds SSI1 and CPU sound_dai nodes to the board dtsi, enabling the audio subsystem.",0,0,0,4,,,,,,,,,64.29,,,,,,
1ee6c5abeb,ollama_gpt-oss_120b,4,"The patch removes the driver‑enforced edge‑rising interrupt trigger for ath10k SNOC, allowing the Device Tree to specify the correct type (e.g., level‑high) and fixing IRQ mapping failures on Qualcomm WCN3990 platforms.",4,2,0,0,,,,,,,,,53.796,,,,,,
